1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,SalePrice,HouseAge,RemodAge,GarageAge,TotalSF,AboveGradeSF,IsRemodeled,Has2ndFlr,HasPorch,HasDeck
1077,0.0,2.0,No,851,GLQ,140,205,RFn,1077,TA,7420,50.0,0.0,4,6,5,991,118000,86,75,86.0,2068.0,1077.0,1,0,0,0
944,0.0,2.0,Missing,0,Missing,0,528,Unf,944,Fa,10206,74.0,0.0,0,3,3,0,82000,73,73,69.0,944.0,944.0,0,0,0,0
1419,0.0,2.0,Av,945,Missing,474,567,RFn,1419,Gd,8089,60.0,0.0,0,6,8,1419,392000,18,18,18.0,2838.0,1419.0,0,0,0,0
960,0.0,3.0,No,0,Unf,672,288,Unf,960,TA,8926,69.0,0.0,0,3,4,672,112000,69,69,69.0,1632.0,960.0,0,0,0,0
1646,0.0,3.0,Av,0,Missing,1638,870,RFn,1646,Gd,10656,67.0,274.0,80,5,8,1638,248900,19,18,18.0,3284.0,1646.0,1,0,0,0
999,0.0,3.0,Av,784,BLQ,141,300,Unf,999,TA,10205,69.0,0.0,72,5,5,925,134500,63,63,63.0,1924.0,999.0,0,0,0,0
779,0.0,2.0,No,0,Unf,742,308,Unf,935,TA,9100,50.0,0.0,0,6,5,742,79500,95,65,37.0,1521.0,779.0,1,0,0,0
1392,1070.0,4.0,Mn,57,GLQ,1335,576,RFn,2462,Gd,19378,134.0,456.0,132,5,7,1392,320000,20,19,19.0,3854.0,2462.0,1,1,0,0
1302,0.0,3.0,Gd,270,LwQ,452,309,RFn,1302,Gd,9350,85.0,108.0,0,7,6,1302,158000,61,34,61.0,2604.0,1302.0,1,0,0,0
936,0.0,2.0,Gd,936,GLQ,0,672,Unf,936,TA,7200,60.0,180.0,0,5,5,936,140000,45,45,45.0,1872.0,936.0,0,0,0,0
864,0.0,3.0,No,646,ALQ,218,336,Unf,864,TA,7000,69.0,90.0,0,8,5,864,136500,47,20,47.0,1728.0,864.0,1,0,0,0
820,527.0,3.0,Gd,969,GLQ,148,0,Missing,1347,TA,7000,70.0,0.0,0,7,5,1117,107500,115,34,0.0,2464.0,1347.0,1,1,0,0
990,0.0,3.0,No,686,GLQ,304,672,Unf,990,TA,9245,57.0,0.0,0,5,5,990,145000,31,30,29.0,1980.0,990.0,1,0,0,0
1636,971.0,3.0,No,152,Rec,977,0,Missing,3086,Ex,18030,138.0,0.0,0,6,5,1598,200500,79,31,0.0,4205.0,2607.0,1,1,0,0
1337,0.0,3.0,Mn,699,GLQ,638,531,RFn,1337,Gd,8450,65.0,0.0,39,5,7,1337,185000,22,22,22.0,2674.0,1337.0,0,0,0,0
694,0.0,3.0,No,0,Unf,672,936,Unf,1214,TA,10410,60.0,0.0,0,4,3,672,105000,110,75,27.0,1366.0,694.0,1,0,0,0
1368,0.0,2.0,No,0,Unf,1368,474,Missing,1368,Gd,6792,40.0,94.0,35,5,7,1368,202665,20,19,20.0,2736.0,1368.0,1,0,0,0
1212,0.0,3.0,Mn,36,GLQ,1176,460,RFn,1212,Gd,10420,83.0,0.0,22,5,6,1212,186000,16,16,16.0,2424.0,1212.0,0,0,0,0
1080,0.0,3.0,No,570,BLQ,510,288,Unf,1080,TA,9464,75.0,135.0,0,7,6,1080,136000,67,67,67.0,2160.0,1080.0,0,0,0,0
804,878.0,3.0,No,505,GLQ,299,523,RFn,1682,Gd,8750,70.0,116.0,77,5,6,804,200500,27,27,27.0,2486.0,1682.0,0,1,0,0
790,784.0,3.0,Mn,712,GLQ,84,566,Fin,1574,TA,18800,69.0,120.0,111,5,6,796,190000,49,49,49.0,2370.0,1574.0,0,1,0,0
691,807.0,3.0,No,592,ALQ,99,409,Fin,1498,TA,13031,69.0,0.0,44,5,6,691,187500,30,29,30.0,2189.0,1498.0,1,1,0,0
920,941.0,3.0,No,700,GLQ,216,492,RFn,1861,Gd,13450,95.0,0.0,91,5,7,916,200000,23,23,23.0,2777.0,1861.0,0,1,0,0
1258,0.0,2.0,Av,0,Unf,1258,648,Fin,1258,Gd,3922,53.0,72.0,16,5,7,1258,172500,19,18,18.0,2516.0,1258.0,1,0,0,0
1253,0.0,3.0,No,733,BLQ,520,352,RFn,1253,TA,10920,69.0,212.0,213,5,6,1253,157000,65,65,65.0,2506.0,1253.0,0,0,0,0
1484,0.0,3.0,Av,712,GLQ,761,606,RFn,1484,Gd,8400,70.0,109.0,35,5,7,1473,213000,21,20,21.0,2957.0,1484.0,1,0,0,0
1163,511.0,4.0,Mn,0,Unf,1163,396,Fin,1674,TA,21780,66.0,0.0,36,7,6,1163,185000,107,75,70.0,2837.0,1674.0,1,1,0,0
864,0.0,3.0,No,191,ALQ,673,463,Unf,864,TA,8120,70.0,0.0,0,7,4,864,124500,55,55,31.0,1728.0,864.0,0,0,0,0
1128,445.0,3.0,No,0,Unf,1078,360,Unf,1573,TA,6240,52.0,0.0,0,7,5,1078,162900,95,33,95.0,2651.0,1573.0,1,1,0,0
1734,0.0,3.0,Av,1300,GLQ,434,660,Missing,1734,Gd,11645,78.0,0.0,24,5,7,1734,260000,20,20,20.0,3468.0,1734.0,0,0,0,0
495,1427.0,4.0,Missing,0,Missing,0,672,RFn,1922,Gd,7301,64.0,500.0,0,5,7,0,198500,22,22,22.0,1922.0,1922.0,0,1,0,0
1340,0.0,3.0,Missing,0,Missing,0,252,Missing,1340,TA,9060,60.0,98.0,0,6,5,0,120000,68,19,68.0,1340.0,1340.0,1,0,0,0
698,728.0,3.0,No,535,BLQ,155,440,Fin,1426,TA,7950,75.0,140.0,0,6,6,690,159500,48,48,48.0,2116.0,1426.0,0,1,0,1
720,0.0,2.0,No,0,Unf,624,484,Unf,720,TA,8520,60.0,0.0,0,8,6,624,105900,97,22,20.0,1344.0,720.0,1,0,0,1
1301,1116.0,4.0,No,0,Unf,1288,462,Unf,2417,Gd,16059,121.0,284.0,82,5,8,1288,260000,34,33,34.0,3705.0,2417.0,1,1,0,1
796,566.0,1.0,No,732,GLQ,64,480,Unf,1362,TA,14115,85.0,0.0,30,5,5,796,143000,32,30,32.0,2158.0,1362.0,1,1,0,0
951,0.0,2.0,No,285,ALQ,666,327,Unf,951,TA,8765,50.0,0.0,28,6,4,951,106500,89,75,89.0,1902.0,951.0,1,0,0,0
783,701.0,3.0,No,0,Missing,783,393,Fin,1484,Gd,10237,65.0,0.0,72,5,6,783,178900,20,18,20.0,2267.0,1484.0,1,1,0,0
773,582.0,3.0,No,0,Unf,684,0,Missing,1355,Gd,6882,60.0,0.0,0,7,6,684,127000,111,19,0.0,2039.0,1355.0,1,1,0,0
694,0.0,3.0,No,365,LwQ,75,352,Unf,694,Gd,4280,40.0,0.0,0,6,5,440,90350,112,23,35.0,1134.0,694.0,1,0,0,0
1029,0.0,3.0,Mn,903,Rec,126,261,Unf,1029,TA,7943,61.0,192.0,0,5,4,1029,118500,64,64,64.0,2058.0,1029.0,0,0,0,0
1097,896.0,4.0,No,416,Rec,409,495,RFn,1993,TA,14803,69.0,252.0,66,5,6,825,190000,54,54,54.0,2818.0,1993.0,0,1,0,0
793,325.0,3.0,Mn,507,Rec,286,410,Unf,1118,TA,7800,65.0,0.0,0,7,5,793,119900,86,75,86.0,1911.0,1118.0,1,1,0,0
713,739.0,3.0,No,450,GLQ,241,506,Unf,1452,Gd,3735,35.0,218.0,34,5,7,691,183900,26,26,26.0,2143.0,1452.0,0,1,0,0
804,744.0,3.0,No,556,Missing,248,440,Unf,1548,Gd,2308,24.0,0.0,0,6,6,804,155000,49,49,49.0,2352.0,1548.0,0,1,0,0
2392,0.0,3.0,Gd,56,GLQ,2336,968,Fin,2392,Ex,13472,103.0,922.0,105,5,10,2392,386250,22,22,22.0,4784.0,2392.0,0,0,0,0
1040,0.0,3.0,No,824,ALQ,216,308,Fin,1040,TA,7500,75.0,0.0,0,5,5,1040,133000,62,62,62.0,2080.0,1040.0,0,0,0,0
1182,960.0,3.0,No,448,Rec,448,509,Fin,2142,Gd,13000,100.0,576.0,72,6,6,896,193500,57,57,57.0,3038.0,2142.0,0,1,0,0
1088,871.0,3.0,Av,0,Unf,1088,1025,RFn,1959,Gd,9000,75.0,0.0,46,5,8,1088,270000,19,19,19.0,3047.0,1959.0,0,1,0,0
1080,0.0,3.0,No,680,GLQ,400,0,Missing,1080,Gd,7500,63.0,120.0,0,5,7,1080,141000,21,20,0.0,2160.0,1080.0,1,0,0,0
703,689.0,2.0,No,0,Unf,689,540,Unf,1392,Gd,3604,34.0,0.0,102,5,7,689,146000,18,18,18.0,2081.0,1392.0,0,1,0,0
988,0.0,3.0,No,827,Rec,161,572,Unf,988,TA,9945,69.0,57.0,0,5,5,988,128500,64,64,62.0,1976.0,988.0,0,0,0,0
1098,880.0,4.0,No,552,BLQ,280,486,RFn,1978,TA,9900,69.0,342.0,43,5,7,832,176000,57,57,57.0,2810.0,1978.0,0,1,0,0
1588,0.0,3.0,Av,1162,ALQ,426,472,RFn,1588,Gd,10264,78.0,183.0,29,5,7,1588,214000,26,26,26.0,3176.0,1588.0,0,0,0,0
1478,0.0,2.0,Av,578,GLQ,892,484,Fin,1478,Gd,4403,69.0,432.0,144,5,7,1470,222000,16,16,16.0,2948.0,1478.0,0,0,0,0
2121,0.0,3.0,Gd,0,Unf,2121,732,Fin,2121,Ex,14450,107.0,315.0,98,5,9,2121,415298,19,18,18.0,4242.0,2121.0,1,0,0,0
1301,0.0,2.0,No,0,Unf,1293,572,RFn,1301,Gd,7200,60.0,0.0,121,5,7,1293,187750,19,19,19.0,2594.0,1301.0,0,0,0,0
1241,0.0,1.0,No,1106,GLQ,135,569,Missing,1241,Gd,4274,35.0,0.0,116,5,7,1241,199900,19,18,18.0,2482.0,1241.0,1,0,0,0
1523,0.0,3.0,No,644,ALQ,549,478,Fin,1523,TA,11361,104.0,160.0,0,5,6,1193,180000,49,49,49.0,2716.0,1523.0,0,0,0,0
1344,0.0,3.0,Gd,1309,GLQ,35,784,Fin,1344,TA,7060,78.0,200.0,0,5,7,1344,206300,28,27,28.0,2688.0,1344.0,1,0,0,0
1240,0.0,2.0,Av,0,Unf,1240,826,RFn,1240,Gd,8556,74.0,0.0,93,5,7,1240,194000,19,19,19.0,2480.0,1240.0,0,0,0,0
1120,1120.0,6.0,Missing,0,Missing,0,528,Unf,2240,TA,7018,64.0,0.0,0,5,5,0,142953,46,46,46.0,2240.0,2240.0,0,1,0,0
1440,0.0,3.0,No,678,BLQ,762,467,Fin,1440,Gd,12546,69.0,310.0,0,7,6,1440,182900,44,44,44.0,2880.0,1440.0,0,0,0,0
864,0.0,3.0,No,0,Unf,864,280,Missing,864,TA,9353,71.0,0.0,0,5,4,864,116050,55,55,53.0,1728.0,864.0,0,0,0,0
1680,0.0,3.0,No,144,LwQ,379,583,Fin,1680,Gd,10140,78.0,0.0,73,5,7,1650,213250,27,26,27.0,3330.0,1680.0,1,0,0,1
944,545.0,3.0,No,0,Unf,778,240,Unf,1489,TA,9900,60.0,0.0,0,7,6,778,139500,85,75,85.0,2267.0,1489.0,1,1,0,0
1349,0.0,3.0,No,0,Missing,1349,539,Unf,1349,TA,8450,65.0,108.0,55,5,7,1349,179000,25,24,25.0,2698.0,1349.0,1,0,0,0
901,0.0,2.0,No,0,Unf,901,281,Unf,901,TA,6000,50.0,0.0,0,7,4,901,107900,71,25,71.0,1802.0,901.0,1,0,0,0
810,0.0,3.0,No,387,ALQ,374,484,RFn,1603,Gd,7153,65.0,0.0,124,5,6,761,175900,33,33,33.0,1571.0,810.0,0,0,0,0
1152,0.0,3.0,No,0,Unf,1092,300,Unf,1152,Gd,14000,80.0,0.0,36,8,6,1092,158500,75,21,75.0,2244.0,1152.0,1,0,0,0
1072,0.0,2.0,Gd,547,GLQ,0,525,Fin,1072,TA,3675,35.0,80.0,28,5,5,547,145000,20,20,20.0,1619.0,1072.0,0,0,0,0
2259,0.0,3.0,Mn,35,Missing,905,450,Unf,2259,Gd,21000,69.0,184.0,120,5,6,1809,217000,72,72,72.0,4068.0,2259.0,0,0,0,0
1040,0.0,3.0,Mn,532,LwQ,364,484,Unf,1040,Gd,8800,61.0,0.0,0,7,5,1040,150500,48,17,48.0,2080.0,1040.0,1,0,0,0
1258,0.0,0.0,Av,1198,Missing,0,400,Unf,1258,TA,12900,60.0,0.0,0,4,4,1198,108959,56,56,56.0,2456.0,1258.0,0,0,0,0
697,804.0,3.0,No,518,ALQ,179,420,Fin,1501,Gd,7685,69.0,112.0,63,5,6,697,165600,32,31,32.0,2198.0,1501.0,1,1,0,0
1466,0.0,3.0,Av,16,GLQ,1450,610,Fin,1466,Gd,8925,73.0,0.0,18,5,8,1466,201000,18,18,18.0,2932.0,1466.0,0,0,0,0
1053,0.0,3.0,No,806,ALQ,247,312,RFn,1053,Gd,10007,72.0,54.0,0,7,5,1053,145500,66,19,66.0,2106.0,1053.0,1,0,0,0
1752,0.0,2.0,No,456,GLQ,1296,576,RFn,1752,Ex,7658,61.0,412.0,82,5,9,1752,319900,20,20,20.0,3504.0,1752.0,0,0,0,0
1494,0.0,3.0,Gd,1443,GLQ,39,514,RFn,1494,Gd,16196,69.0,0.0,25,5,7,1482,215000,27,27,27.0,2976.0,1494.0,0,0,0,0
1425,0.0,3.0,No,490,Missing,935,576,RFn,1425,TA,10175,100.0,272.0,0,5,6,1425,180500,61,61,61.0,2850.0,1425.0,0,0,0,0
1702,0.0,1.0,No,1540,GLQ,162,1052,Fin,1702,Ex,8769,65.0,766.0,72,5,9,1702,367294,17,17,17.0,3404.0,1702.0,0,0,0,0
1800,0.0,2.0,No,0,Unf,1800,702,Fin,1800,Ex,11923,122.0,0.0,136,5,9,1800,239000,18,18,18.0,3600.0,1800.0,0,0,0,0
1272,928.0,4.0,No,1084,ALQ,188,0,Missing,2200,TA,8777,67.0,0.0,70,7,5,1272,145900,125,22,0.0,3472.0,2200.0,1,1,0,0
833,833.0,3.0,No,0,Unf,588,228,Unf,1666,Gd,5100,69.0,0.0,63,7,8,588,161000,100,29,100.0,2254.0,1666.0,1,1,0,0
1392,1392.0,5.0,No,790,Missing,133,564,RFn,2784,Gd,16692,80.0,184.0,112,5,7,1392,250000,47,47,47.0,4176.0,2784.0,0,1,0,0
1131,0.0,3.0,No,168,Rec,739,672,Unf,1131,TA,5925,50.0,435.0,72,7,4,907,89471,88,25,30.0,2038.0,1131.0,1,0,0,0
792,725.0,3.0,No,0,Unf,792,400,Unf,1517,Gd,11435,69.0,0.0,0,7,8,792,230000,96,75,94.0,2309.0,1517.0,1,1,0,0
1120,0.0,3.0,No,206,ALQ,914,0,Missing,1120,TA,8402,70.0,0.0,30,5,5,1120,147000,18,18,0.0,2240.0,1120.0,0,0,0,0
812,670.0,3.0,No,0,Unf,384,392,Fin,1482,Gd,9125,69.0,170.0,25,5,7,384,163900,33,33,33.0,1866.0,1482.0,0,1,0,0
864,0.0,2.0,No,524,ALQ,160,576,Unf,864,TA,10500,70.0,0.0,0,6,4,864,97000,54,54,36.0,1728.0,864.0,0,0,0,0
1188,0.0,3.0,No,1000,Rec,188,531,RFn,1188,TA,12160,69.0,180.0,0,5,5,1188,142000,66,66,66.0,2376.0,1188.0,0,0,0,0
778,798.0,3.0,No,0,Unf,770,614,RFn,1576,Gd,8125,65.0,0.0,50,5,7,770,197000,19,19,19.0,2346.0,1576.0,0,1,0,0
960,0.0,3.0,Av,789,ALQ,171,576,Unf,960,TA,9873,60.0,160.0,288,5,4,960,129000,55,55,55.0,1920.0,960.0,0,0,0,0
