1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,SalePrice,HouseAge,RemodAge,GarageAge,TotalSF,AboveGradeSF,IsRemodeled,Has2ndFlr,HasPorch,HasDeck,KitchenQual_enc,BsmtExposure_enc,BsmtFinType1_enc,GarageFinish_enc
7.454719949364001,0.0,6.0,40,1424,352,3,2,2,1,0,4,5,1728,119000,61,61,23.0,58.787753826796276,3,0,0,0,0,2,2,7,2
6.715383386334681,0.0,2.0,180,0,720,2,2,1,0,1,7,5,825,125000,70,30,62.0,40.620192023179804,2,1,0,0,0,2,2,3,3
6.795705775173514,0.0,3.0,182,0,308,2,2,2,0,0,6,5,894,128200,49,49,49.0,42.28474902373195,2,0,0,0,0,2,4,3,2
6.822197390620491,765.0,3.0,226,192,440,3,2,2,1,0,5,6,918,172500,47,47,47.0,51.0,3,0,1,0,0,2,2,3,3
6.835184586147301,0.0,2.0,0,0,308,2,2,1,0,0,7,4,0,84900,79,19,79.0,30.495901363953813,2,1,0,0,0,3,1,1,2
7.360103972989152,1096.0,3.0,1016,556,726,4,3,4,4,0,5,9,1572,412500,22,21,22.0,65.11528238439882,4,1,1,0,0,4,4,7,4
6.9782137426306985,0.0,3.0,836,237,515,2,2,3,2,0,7,5,1073,156000,60,60,60.0,46.32493928760188,2,0,0,0,0,2,2,6,3
7.195937226475569,0.0,2.0,686,664,630,3,2,3,4,0,5,6,1350,167900,48,48,48.0,51.807335387954474,3,0,0,0,0,2,2,6,3
6.669498089857879,0.0,2.0,266,522,0,2,1,2,0,0,5,4,788,100000,84,75,0.0,39.698866482558415,2,1,0,0,0,2,2,4,1
7.404887575616125,0.0,2.0,1518,0,569,3,3,2,1,0,5,7,1518,275000,36,36,36.0,56.231663678038196,3,0,0,0,0,3,5,7,4
6.77078942390898,0.0,3.0,0,858,480,2,2,2,0,0,5,4,858,123000,54,54,51.0,41.593268686170845,2,0,0,0,0,2,2,2,2
6.643789733147672,664.0,2.0,0,264,360,3,2,1,0,0,7,5,264,132000,115,23,115.0,41.182520563948,3,1,1,0,0,2,2,2,2
6.803505257608338,900.0,3.0,0,893,800,3,2,2,0,3,5,8,893,239900,20,20,20.0,51.90375708944392,3,0,1,0,0,3,2,2,1
7.02197642307216,0.0,3.0,651,470,480,2,2,3,0,2,6,5,1121,139000,62,62,62.0,47.34976240700686,2,0,0,0,0,2,2,4,2
6.670766320845874,0.0,2.0,104,516,250,2,1,1,0,0,5,5,789,115000,77,75,77.0,39.72404813208241,2,1,0,0,0,2,2,6,2
6.960347729101308,0.0,3.0,763,173,480,2,2,3,1,0,7,6,936,137500,62,62,62.0,44.609416046390926,2,0,0,0,0,3,5,7,3
6.954638864880987,0.0,3.0,586,462,286,2,2,2,1,0,5,5,1048,135000,69,69,69.0,45.78209256903839,2,0,0,0,0,2,2,5,2
7.119635638017636,0.0,2.0,360,710,447,3,2,2,0,0,6,5,1070,134450,68,29,68.0,48.02082881417188,3,1,0,0,0,3,2,5,2
7.049254841255837,0.0,3.0,1014,138,484,2,3,2,1,0,7,5,1152,180500,61,61,61.0,48.0,2,0,0,0,0,2,4,7,3
7.425953657077541,0.0,3.0,1138,270,575,3,2,2,3,1,5,6,1408,193500,31,27,31.0,55.560777532356404,3,1,0,0,0,3,2,7,3
7.298445101508147,0.0,3.0,189,628,442,3,2,2,0,0,3,6,1478,156500,68,68,68.0,54.36910887627275,3,0,0,0,0,2,2,6,3
6.833031732786201,0.0,2.0,377,551,252,2,3,2,0,0,7,5,928,132000,69,25,69.0,43.08131845707603,2,1,0,0,0,2,2,4,2
6.740519359606223,846.0,3.0,0,846,650,3,3,3,0,3,5,7,846,224500,16,16,16.0,50.37856687124,3,0,1,0,0,3,4,2,3
6.493753839851686,589.0,3.0,0,661,552,3,1,1,0,0,6,5,661,139000,115,22,40.0,43.71498598878879,3,1,1,0,0,2,2,2,2
6.741700694652055,886.0,3.0,0,847,433,3,3,2,0,1,5,7,847,225000,22,22,22.0,50.79370039680118,3,0,1,0,0,3,5,2,4
6.573680166960646,716.0,3.0,425,291,432,3,1,2,0,1,5,7,716,188500,21,20,21.0,46.34652090502587,3,1,1,0,0,3,2,1,4
6.981934677156389,0.0,2.0,851,140,205,2,1,1,0,0,6,5,991,118000,86,75,86.0,45.47526800360829,2,1,0,0,0,2,2,7,3
6.8501261661455,0.0,2.0,0,0,528,2,2,2,0,0,3,3,0,82000,73,73,69.0,30.72458299147443,2,0,0,0,0,1,1,1,2
7.257707677160043,0.0,2.0,945,474,567,3,2,1,0,0,6,8,1419,392000,18,18,18.0,53.27288240746881,3,0,0,0,0,3,4,1,3
6.866933284461882,0.0,3.0,0,672,288,2,2,2,0,0,3,4,672,112000,69,69,69.0,40.39801975344831,2,0,0,0,0,2,2,2,2
7.406103381237015,0.0,3.0,0,1638,870,3,2,2,3,2,5,8,1638,248900,19,18,18.0,57.30619512757761,3,1,0,0,0,3,4,1,3
6.906754778648554,0.0,3.0,784,141,300,2,2,2,0,2,5,5,925,134500,63,63,63.0,43.86342439892262,2,0,0,0,0,2,4,5,2
6.658011045870748,0.0,2.0,0,742,308,2,2,1,0,0,6,5,742,79500,95,65,37.0,39.0,2,1,0,0,0,2,2,2,2
7.238496840894365,1070.0,4.0,57,1335,576,4,4,4,4,3,5,7,1392,320000,20,19,19.0,62.080592780675026,4,1,1,0,0,3,3,7,3
7.171656822768514,0.0,3.0,270,452,309,3,2,3,1,0,7,6,1302,158000,61,34,61.0,51.02940328869229,3,1,0,0,0,3,5,3,3
6.841615476477592,0.0,2.0,936,0,672,2,1,1,2,0,5,5,936,140000,45,45,45.0,43.266615305567875,2,0,0,0,0,2,5,7,2
6.761572768804055,0.0,3.0,646,218,336,2,1,2,1,0,8,5,864,136500,47,20,47.0,41.569219381653056,2,1,0,0,0,2,2,6,2
6.709304340258298,527.0,3.0,969,148,0,3,1,2,0,0,7,5,1117,107500,115,34,0.0,49.63869458396343,3,1,1,0,0,2,5,7,1
6.897704943128636,0.0,3.0,686,304,672,2,2,1,0,0,5,5,990,145000,31,30,29.0,44.49719092257398,2,1,0,0,0,2,2,7,2
7.400009517162692,971.0,3.0,152,977,0,4,4,4,0,0,6,5,1598,200500,79,31,0.0,64.8459713474939,4,1,1,0,0,4,2,4,1
7.198183577101943,0.0,3.0,699,638,531,3,2,2,0,1,5,7,1337,185000,22,22,22.0,51.710733895391584,3,0,0,0,0,3,3,7,3
6.542471960506805,0.0,3.0,0,672,936,3,2,1,0,0,4,3,672,105000,110,75,27.0,36.959437225152655,1,1,0,0,0,2,2,2,2
7.221105098182496,0.0,2.0,0,1368,474,3,1,0,1,1,5,7,1368,202665,20,19,20.0,52.306787322488084,3,1,0,0,0,3,2,2,1
7.10002716662926,0.0,3.0,36,1176,460,3,2,3,0,0,5,6,1212,186000,16,16,16.0,49.23413450036468,3,0,0,0,0,3,3,7,3
6.984716320118266,0.0,3.0,570,510,288,2,2,2,1,0,7,6,1080,136000,67,67,67.0,46.475800154489,2,0,0,0,0,2,2,5,2
6.6895992691789665,878.0,3.0,505,299,523,3,2,2,1,2,5,6,804,200500,27,27,27.0,49.85980344927164,3,0,1,0,0,3,2,7,3
6.672032945461067,784.0,3.0,712,84,566,3,4,2,1,3,5,6,796,190000,49,49,49.0,48.68264577855234,3,0,1,0,0,2,3,7,4
6.53813982376767,807.0,3.0,592,99,409,3,3,2,0,1,5,6,691,187500,30,29,30.0,46.78675026115834,3,1,1,0,0,2,2,6,4
6.824373670043086,941.0,3.0,700,216,492,4,3,4,0,2,5,7,916,200000,23,23,23.0,52.69724850502159,4,0,1,0,0,3,2,7,3
7.1372784372603855,0.0,2.0,0,1258,648,3,0,1,0,0,5,7,1258,172500,19,18,18.0,50.15974481593781,3,1,0,0,0,3,4,2,4
7.133295954896068,0.0,3.0,733,520,352,3,2,2,2,4,5,6,1253,157000,65,65,65.0,50.05996404313531,3,0,0,0,0,2,2,5,3
7.302496423727326,0.0,3.0,712,761,606,3,2,2,1,1,5,7,1473,213000,21,20,21.0,54.378304497290095,3,1,0,0,0,3,4,7,3
7.0587581525186645,511.0,4.0,0,1163,396,3,4,2,0,1,7,6,1163,185000,107,75,70.0,53.2634959423431,3,1,1,0,0,2,3,2,4
6.761572768804055,0.0,3.0,191,673,463,2,2,2,0,0,7,4,864,124500,55,55,31.0,41.569219381653056,2,0,0,0,0,2,2,6,2
7.028201432058005,445.0,3.0,0,1078,360,3,1,1,0,0,7,5,1078,162900,95,33,95.0,51.487862647424,3,1,1,0,0,2,2,2,2
7.458186157340487,0.0,3.0,1300,434,660,3,3,3,0,0,5,7,1734,260000,20,20,20.0,58.88972745734183,3,0,0,0,0,3,4,7,1
6.20455776256869,1427.0,4.0,0,0,672,4,1,2,4,0,5,7,0,198500,22,22,22.0,43.840620433565945,4,0,1,0,0,3,1,1,3
7.200424892944957,0.0,3.0,0,0,252,3,2,1,1,0,6,5,0,120000,68,19,68.0,36.60601043544625,3,1,0,0,0,2,1,1,1
6.548219102762372,728.0,3.0,535,155,440,3,1,2,1,0,6,6,690,159500,48,48,48.0,46.0,3,0,1,0,1,2,2,5,4
6.579251212010101,0.0,2.0,0,624,484,1,2,1,0,0,8,6,624,105900,97,22,20.0,36.66060555964672,1,1,0,0,1,2,2,2,2
7.170888478512505,1116.0,4.0,0,1288,462,4,4,4,3,2,5,8,1288,260000,34,33,34.0,60.868711174132805,4,1,1,0,1,3,2,2,2
6.679599185844383,566.0,1.0,732,64,480,3,3,3,0,0,5,5,796,143000,32,30,32.0,46.45427859734774,3,1,1,0,0,2,2,7,2
6.85751406254539,0.0,2.0,285,666,327,2,2,1,0,0,6,4,951,106500,89,75,89.0,43.61192497471305,2,1,0,0,0,2,2,6,2
6.663132695990803,701.0,3.0,0,783,393,3,2,2,0,2,5,6,783,178900,20,18,20.0,47.61302342846965,3,1,1,0,0,3,2,1,4
6.650279048587422,582.0,3.0,0,684,0,3,1,1,0,0,7,6,684,127000,111,19,0.0,45.155287619502545,3,1,1,0,0,3,2,2,1
6.542471960506805,0.0,3.0,365,75,352,1,0,0,0,0,6,5,440,90350,112,23,35.0,33.67491648096547,1,1,0,0,0,3,2,3,2
6.9363427358340495,0.0,3.0,903,126,261,2,1,1,2,0,5,4,1029,118500,64,64,64.0,45.36518488885502,2,0,0,0,0,2,3,4,2
7.00033446027523,896.0,4.0,416,409,495,4,4,2,3,1,5,6,825,190000,54,54,54.0,53.08483775994799,4,0,1,0,0,2,2,4,3
6.675823221634848,325.0,3.0,507,286,410,2,1,2,0,0,7,5,793,119900,86,75,86.0,43.71498598878879,2,1,1,0,0,2,3,4,2
6.569481420414296,739.0,3.0,450,241,506,3,0,0,2,0,5,7,691,183900,26,26,26.0,46.292547996410825,3,0,1,0,0,3,2,7,2
6.6895992691789665,744.0,3.0,556,248,440,3,0,0,0,0,6,6,804,155000,49,49,49.0,48.49742261192856,3,0,1,0,0,3,2,1,2
7.779885115070522,0.0,3.0,56,2336,968,4,3,4,4,3,5,10,2392,386250,22,22,22.0,69.16646586316233,4,0,0,0,0,4,5,7,4
6.946975992135418,0.0,3.0,824,216,308,2,1,2,0,0,5,5,1040,133000,62,62,62.0,45.60701700396552,2,0,0,0,0,2,2,6,4
7.074963197966044,960.0,3.0,448,448,509,4,3,4,4,2,6,6,896,193500,57,57,57.0,55.11805511808268,4,0,1,0,0,3,2,4,4
6.992096427415888,871.0,3.0,0,1088,1025,4,2,2,0,1,5,8,1088,270000,19,19,19.0,55.19963767997033,4,0,1,0,0,3,4,2,3
6.984716320118266,0.0,3.0,680,400,0,2,1,2,1,0,5,7,1080,141000,21,20,0.0,46.475800154489,2,1,0,0,0,3,2,7,1
6.555356891810665,689.0,2.0,0,689,540,3,0,0,0,2,5,7,689,146000,18,18,18.0,45.617978911828175,3,0,1,0,0,3,2,2,2
6.895682697747868,0.0,3.0,827,161,572,2,2,2,0,0,5,5,988,128500,64,64,62.0,44.45222154178574,2,0,0,0,0,2,2,4,2
7.001245622069476,880.0,4.0,552,280,486,4,2,2,4,1,5,7,832,176000,57,57,57.0,53.009433122794285,4,0,1,0,0,2,2,5,3
7.370230641807081,0.0,3.0,1162,426,472,3,2,3,2,0,5,7,1588,214000,26,26,26.0,56.356011214421486,3,0,0,0,0,3,4,6,3
7.298445101508147,0.0,2.0,578,892,484,3,0,2,4,4,5,7,1470,222000,16,16,16.0,54.29548784199291,3,0,0,0,0,3,4,7,4
7.659642954564682,0.0,3.0,0,2121,732,4,4,4,3,2,5,9,2121,415298,19,18,18.0,65.13063795173512,4,1,0,0,0,4,5,2,4
7.170888478512505,0.0,2.0,0,1293,572,3,1,1,0,3,5,7,1293,187750,19,19,19.0,50.93132631298737,3,0,0,0,0,3,2,2,3
7.123672785204607,0.0,1.0,1106,135,569,3,0,0,0,3,5,7,1241,199900,19,18,18.0,49.8196748283246,3,1,0,0,0,3,2,7,1
7.328437352895162,0.0,3.0,644,549,478,3,3,4,1,0,5,6,1193,180000,49,49,49.0,52.11525688318153,3,0,0,0,0,2,2,6,4
7.203405521083095,0.0,3.0,1309,35,784,3,1,3,2,0,5,7,1344,206300,28,27,28.0,51.84592558726288,3,1,0,0,0,2,5,7,4
7.122866658599083,0.0,2.0,0,1240,826,3,2,2,0,2,5,7,1240,194000,19,19,19.0,49.79959839195493,3,0,0,0,0,3,4,2,3
7.02108396428914,1120.0,6.0,0,0,528,4,1,2,0,0,5,5,0,142953,46,46,46.0,47.32863826479693,4,0,1,0,0,2,1,1,2
7.272398392570047,0.0,3.0,678,762,467,3,3,2,3,0,7,6,1440,182900,44,44,44.0,53.665631459994955,3,0,0,0,0,3,2,5,4
6.761572768804055,0.0,3.0,0,864,280,2,2,2,0,0,5,4,864,116050,55,55,53.0,41.569219381653056,2,0,0,0,0,2,2,2,1
7.426549072397305,0.0,3.0,144,379,583,3,2,3,0,2,5,7,1650,213250,27,26,27.0,57.706152185014034,3,1,0,0,1,3,2,3,4
6.8501261661455,545.0,3.0,0,778,240,3,2,1,0,0,7,6,778,139500,85,75,85.0,47.61302342846965,3,1,1,0,0,2,2,2,2
7.207118856207756,0.0,3.0,0,1349,539,3,2,2,1,1,5,7,1349,179000,25,24,25.0,51.94227565288221,3,1,0,0,0,2,2,1,2
6.803505257608338,0.0,2.0,0,901,281,2,1,1,0,0,7,4,901,107900,71,25,71.0,42.44997055358225,2,1,0,0,0,2,2,2,2
6.697034247666484,0.0,3.0,387,374,484,3,1,2,0,3,5,6,761,175900,33,33,33.0,39.63584236521283,2,0,0,0,0,3,2,6,3
7.049254841255837,0.0,3.0,0,1092,300,2,3,3,0,1,8,6,1092,158500,75,21,75.0,47.37087712930804,2,1,0,0,0,3,2,2,2
6.977281341630747,0.0,2.0,547,0,525,2,0,0,0,0,5,5,547,145000,20,20,20.0,40.23679907746142,2,0,0,0,0,2,5,7,4
7.7226775164680035,0.0,3.0,35,905,450,4,4,2,2,3,5,6,1809,217000,72,72,72.0,63.7808748764079,4,0,0,0,0,3,3,1,2
6.946975992135418,0.0,3.0,532,364,484,2,2,1,0,0,7,5,1040,150500,48,17,48.0,45.60701700396552,2,1,0,0,0,3,3,3,2
7.1372784372603855,0.0,0.0,1198,0,400,3,3,1,0,0,4,4,1198,108959,56,56,56.0,49.558046773455466,3,0,0,0,0,2,4,1,2
6.546785410760524,804.0,3.0,518,179,420,3,1,2,1,1,5,6,697,165600,32,31,32.0,46.88283267892417,3,1,1,0,0,3,2,6,4
7.290292882446597,0.0,3.0,16,1450,610,3,2,2,0,0,5,8,1466,201000,18,18,18.0,54.147945482723536,3,0,0,0,0,3,4,7,4
6.959398512133975,0.0,3.0,806,247,312,2,2,2,0,0,7,5,1053,145500,66,19,66.0,45.89117562233506,2,1,0,0,0,3,2,6,3
7.468513271496337,0.0,2.0,456,1296,576,3,1,1,4,2,5,9,1752,319900,20,20,20.0,59.19459434779497,3,0,0,0,0,4,2,7,3
7.309212365692763,0.0,3.0,1443,39,514,3,4,2,0,0,5,7,1482,215000,27,27,27.0,54.55272678794342,3,0,0,0,0,3,5,7,3
7.261927092702751,0.0,3.0,490,935,576,3,2,4,3,0,5,6,1425,180500,61,61,61.0,53.38539126015655,3,0,0,0,0,2,2,1,3
7.43955930913332,0.0,1.0,1540,162,1052,3,2,2,4,2,5,9,1702,367294,17,17,17.0,58.34380858325929,3,0,0,0,0,4,2,7,4
7.495541943884256,0.0,2.0,0,1800,702,3,3,4,0,3,5,9,1800,239000,18,18,18.0,60.0,3,0,0,0,0,4,2,2,4
7.148345743900068,928.0,4.0,1084,188,0,4,2,2,0,2,7,5,1272,145900,125,22,0.0,58.92367945062494,4,1,1,0,0,2,2,6,1
6.725033642166843,833.0,3.0,0,588,228,3,1,2,0,1,7,8,588,161000,100,29,100.0,47.47630988187688,3,1,1,0,0,3,2,2,2
7.238496840894365,1392.0,5.0,790,133,564,4,4,3,2,3,5,7,1392,250000,47,47,47.0,64.62197768561404,4,0,1,0,0,3,2,1,3
7.030857476116121,0.0,3.0,168,739,672,2,1,1,4,2,7,4,907,89471,88,25,30.0,45.14421336118285,2,1,0,0,0,2,2,4,2
6.674561391814426,725.0,3.0,0,792,400,3,3,2,0,0,7,8,792,230000,96,75,94.0,48.05205510693585,3,1,1,0,0,3,2,2,2
7.02108396428914,0.0,3.0,206,914,0,2,2,2,0,0,5,5,1120,147000,18,18,0.0,47.32863826479693,2,0,0,0,0,2,2,6,1
6.699500340161678,670.0,3.0,0,384,392,3,2,2,2,0,5,7,384,163900,33,33,33.0,43.197222132910355,3,0,1,0,0,3,2,2,4
6.761572768804055,0.0,2.0,524,160,576,2,2,2,0,0,6,4,864,97000,54,54,36.0,41.569219381653056,2,0,0,0,0,2,2,6,2
7.080026499922591,0.0,3.0,1000,188,531,3,3,2,2,0,5,5,1188,142000,66,66,66.0,48.744230427815765,3,0,0,0,0,2,2,4,3
6.656726524178391,798.0,3.0,0,770,614,3,2,2,0,1,5,7,770,197000,19,19,19.0,48.43552415324934,3,0,1,0,0,3,2,2,3
6.866933284461882,0.0,3.0,789,171,576,2,2,1,1,4,5,4,960,129000,55,55,55.0,43.81780460041329,2,0,0,0,0,2,4,6,2
7.3613754289773485,0.0,3.0,24,1550,824,3,3,2,0,3,5,8,1574,232000,19,19,19.0,56.10704055642215,3,0,0,0,0,3,2,7,3
6.904750769961838,0.0,3.0,0,793,0,3,2,3,0,0,7,5,793,115000,106,20,0.0,42.30839160261236,2,1,0,0,0,1,2,2,1
7.288927694521257,0.0,3.0,444,76,480,3,3,2,0,0,6,5,520,175000,62,26,28.0,44.54211490264017,3,1,0,0,0,2,4,6,3
7.152268856032539,1067.0,3.0,0,1264,889,4,2,3,4,0,5,7,1264,265000,29,28,29.0,60.06662967072483,4,1,1,0,0,3,2,2,3
7.213768308118642,0.0,2.0,720,638,484,3,2,1,1,0,5,7,1358,207000,21,21,21.0,52.11525688318153,3,0,0,0,0,3,4,7,3
6.854354502255021,742.0,3.0,0,924,463,3,2,2,0,1,5,6,924,181000,25,25,25.0,51.12729212465687,3,0,1,0,0,2,2,2,3
7.231287004327616,0.0,3.0,672,0,884,3,4,4,4,0,5,6,1362,176000,63,63,34.0,52.38320341483518,3,0,0,0,0,2,5,4,2
6.78897174299217,676.0,3.0,0,650,476,3,2,2,1,1,6,6,650,171000,45,44,45.0,47.05316142407437,3,1,1,0,0,2,2,2,2
7.174724309836376,0.0,1.0,900,406,624,3,1,0,1,1,5,6,1306,196000,20,20,20.0,51.10772935672255,3,0,0,0,0,3,4,6,1
7.036148493750536,0.0,2.0,980,92,551,2,3,1,0,0,6,6,1112,176000,38,38,38.0,47.4236228055175,2,0,0,0,0,3,2,7,2
6.895682697747868,0.0,2.0,0,988,520,2,4,4,0,0,5,5,988,113000,71,71,71.0,44.45222154178574,2,0,0,0,0,2,2,1,3
6.3561076606958915,533.0,3.0,349,23,288,2,2,2,0,0,7,5,372,139000,54,20,54.0,38.48376280978771,2,1,1,0,0,2,4,6,2
7.033506484287697,0.0,2.0,588,422,254,2,1,2,0,0,7,5,1010,135000,65,23,65.0,46.3033476111609,2,1,0,0,0,2,2,1,1
7.344719054149673,1066.0,4.0,956,384,624,4,2,3,0,4,7,6,1522,240000,51,28,51.0,64.31174076325411,4,1,1,0,0,2,2,6,3
6.762729506931879,445.0,2.0,617,0,398,3,1,1,0,0,6,6,617,112000,101,75,101.0,43.89760813529594,3,1,1,0,0,2,2,3,2
