1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,SalePrice,HouseAge,RemodAge,GarageAge,TotalSF,AboveGradeSF,IsRemodeled,Has2ndFlr,HasPorch,HasDeck,KitchenQual_enc,BsmtExposure_enc,BsmtFinType1_enc,GarageFinish_enc
6.688354713946762,557.0,2.0,0,803,297,3,1,1,0,1,6,5,803,125500,87,30,74.0,46.50806381693394,3,1,1,0,0,3,2,2,1
6.742880635791903,0.0,1.0,697,151,420,2,0,2,1,0,5,6,848,149300,21,21,21.0,41.182520563948,2,0,0,0,0,3,4,7,3
7.301147805856032,780.0,3.0,871,611,749,4,3,3,2,0,5,8,1482,305000,22,22,22.0,61.18823416311342,4,0,1,0,0,3,5,7,4
7.106606137727303,0.0,2.0,836,0,396,3,2,2,0,0,5,4,836,102000,74,74,74.0,45.34313619501854,3,0,0,0,0,2,2,3,2
7.254177846456518,0.0,2.0,0,1375,398,3,0,2,0,0,5,7,1375,178740,21,21,21.0,52.81098370604357,3,0,0,0,0,3,2,2,4
7.033506484287697,924.0,3.0,319,416,396,4,2,1,0,0,5,6,735,129500,108,75,75.0,52.848841046895245,4,1,1,0,0,2,2,4,2
6.992096427415888,110.0,4.0,0,901,0,3,1,1,0,2,7,6,901,79900,105,27,0.0,45.81484475582123,3,1,1,0,0,2,2,1,1
7.413970290190444,0.0,2.0,1158,343,499,3,1,0,0,1,5,8,1501,278000,25,25,25.0,56.213877290220786,3,0,0,0,0,4,2,7,4
6.919683849847411,0.0,2.0,0,1012,308,2,2,1,0,0,5,6,1012,118400,105,75,105.0,44.98888751680797,2,1,0,0,0,2,2,2,2
7.430707082545968,998.0,5.0,523,301,672,4,4,4,0,1,3,7,824,197000,105,55,55.0,59.23681287847955,4,1,1,0,0,2,2,7,4
6.939253946041508,0.0,4.0,0,360,672,4,1,2,0,0,9,5,360,140000,125,29,26.0,37.30951621235526,2,1,0,0,1,3,2,2,2
6.963189985870238,872.0,3.0,738,319,650,4,1,2,0,4,5,7,1057,226000,24,24,24.0,54.644304369257,4,0,1,0,0,3,2,1,4
6.860663671448287,0.0,3.0,483,428,576,2,2,1,0,0,5,5,911,132500,49,49,49.0,43.18564576337837,2,0,0,0,0,2,4,6,2
7.516433302915632,0.0,2.0,1260,578,765,4,4,3,4,1,5,9,1838,315000,19,19,19.0,60.63002556489647,4,0,0,0,0,4,4,7,1
7.402451520818244,0.0,3.0,728,568,924,3,4,2,0,0,7,6,1296,224000,71,19,32.0,54.18486873657626,3,1,0,0,0,3,2,5,2
7.045776576879511,0.0,3.0,1148,0,672,2,1,2,0,0,5,5,1148,132500,66,66,66.0,47.916594202843754,2,0,0,0,0,2,2,5,2
6.856461984594587,0.0,3.0,412,251,280,2,2,1,0,0,5,5,950,119500,54,54,44.0,43.58898943540674,2,0,0,0,0,2,2,5,2
6.970730078143525,846.0,3.0,380,397,471,4,2,3,1,2,5,8,777,215000,32,31,32.0,51.84592558726288,4,1,1,0,0,3,2,1,3
6.818924065275521,720.0,3.0,300,765,440,3,2,2,0,1,7,6,1065,210000,102,75,75.0,51.96152422706632,3,1,1,0,0,2,2,4,2
7.182352111885263,0.0,3.0,0,1316,440,3,2,4,0,0,5,7,1316,200141,18,18,18.0,51.30302135352264,3,0,0,0,0,3,4,1,4
7.273786317844895,0.0,2.0,0,1442,615,3,3,2,4,0,6,6,1442,185000,55,55,55.0,53.70288632839021,3,0,0,0,0,2,2,2,3
6.982862751468942,0.0,3.0,734,344,500,2,3,2,0,0,6,5,1078,149900,54,17,54.0,46.4327470649756,2,1,0,0,0,2,2,7,4
7.02108396428914,0.0,3.0,932,108,544,2,1,3,0,0,5,4,1040,129000,64,64,64.0,46.475800154489,2,0,0,0,0,1,2,6,3
6.658011045870748,640.0,3.0,353,55,527,3,1,2,0,0,5,8,408,184100,23,23,23.0,42.74342054632502,3,0,1,0,0,3,2,7,4
6.561030665896573,682.0,3.0,0,651,240,3,0,1,0,0,8,7,651,135000,79,33,78.0,45.16635916254486,3,1,1,0,0,2,2,2,2
6.968850378341948,0.0,3.0,354,412,280,2,2,3,1,0,5,5,1056,128000,71,71,71.0,46.03259714593562,2,0,0,0,0,2,2,4,3
7.491087593534876,0.0,2.0,1567,225,874,3,3,2,4,1,5,9,1792,374000,22,21,22.0,59.86651818838306,3,1,0,0,0,4,5,7,4
7.103322062526113,0.0,2.0,897,319,402,3,0,0,1,3,5,6,1216,164000,27,27,27.0,49.31531202375181,3,0,0,0,0,2,2,7,2
6.905753276311464,764.0,4.0,0,596,576,3,1,1,0,0,7,7,596,157000,105,75,36.0,48.55924216871593,3,1,1,0,0,3,2,2,2
6.741700694652055,1112.0,4.0,0,847,434,4,3,1,0,1,5,7,847,215000,21,20,21.0,52.97169055259611,4,1,1,0,0,3,4,2,4
7.0967213784947605,0.0,3.0,767,441,546,3,3,2,0,1,6,6,1208,165000,48,48,48.0,49.15282290977803,3,0,0,0,0,2,2,6,3
6.773080375655535,650.0,3.0,460,414,315,3,3,3,2,0,5,5,874,144000,67,67,67.0,48.96937818678118,3,0,1,0,0,2,2,5,2
6.679599185844383,358.0,3.0,735,61,240,2,1,0,0,2,8,4,796,125500,103,18,103.0,44.15880433163923,2,1,1,0,0,3,2,5,2
6.954638864880987,0.0,3.0,0,0,420,2,1,1,0,0,5,5,0,98300,75,75,75.0,32.37282811247729,2,0,0,0,0,2,1,1,2
6.786716950605081,0.0,2.0,0,190,273,2,1,1,0,0,8,5,190,91300,87,29,87.0,32.802438933713454,2,1,0,0,0,2,2,2,2
6.849066282633458,0.0,2.0,943,0,600,2,1,2,0,0,5,5,943,135960,46,46,46.0,43.42810150121693,2,0,0,0,0,2,5,7,2
6.763884908562435,902.0,3.0,400,466,603,3,2,2,0,3,5,7,866,226700,20,20,20.0,51.32250968142536,3,0,1,0,0,3,2,7,3
7.259819610363186,1177.0,4.0,0,1393,779,4,4,4,1,0,5,9,1393,333168,26,26,26.0,63.182275995725256,4,0,1,0,0,3,2,2,4
6.815639990074331,0.0,2.0,456,456,275,2,2,2,0,0,5,5,912,114500,67,67,67.0,42.708313008125245,2,0,0,0,0,2,2,4,3
6.782192056006791,0.0,2.0,0,0,308,2,3,2,0,1,5,5,0,97000,69,69,69.0,29.698484809834994,2,0,0,0,0,2,1,1,2
7.198183577101943,0.0,2.0,266,1139,511,3,0,0,0,1,5,6,1405,181000,27,26,27.0,52.364109846344185,3,1,0,0,0,3,2,7,4
7.638198244285779,0.0,2.0,1386,690,850,4,3,4,0,4,5,10,2076,465000,19,19,19.0,64.43601477434805,4,0,0,0,0,4,5,7,1
7.191429330036379,1203.0,4.0,56,1198,752,4,3,2,4,2,5,8,1318,290000,30,30,30.0,62.0403094769844,4,0,1,0,0,3,4,3,3
6.8885724595653635,787.0,3.0,569,162,240,3,1,1,3,0,7,5,731,175000,88,75,86.0,49.98999899979995,3,1,1,0,0,3,2,6,2
7.393263094763838,0.0,2.0,1573,0,538,3,0,0,4,0,5,8,1573,235000,19,18,19.0,56.55086206239477,3,1,0,0,0,3,5,1,1
7.275172319452771,700.0,4.0,697,747,389,4,4,2,4,2,7,6,1444,277000,67,19,67.0,59.89991652748775,4,1,1,0,0,3,5,4,4
7.327123292259293,0.0,3.0,0,1237,880,4,3,2,0,4,9,10,1237,325000,132,25,37.0,52.51666402200353,3,1,0,0,0,3,2,2,2
7.038783541388542,728.0,3.0,0,585,477,4,3,3,0,3,7,6,585,178000,41,22,41.0,49.52776998815917,4,1,1,0,0,2,2,2,4
7.329749689041512,0.0,3.0,1400,125,541,3,2,2,2,1,5,7,1525,235000,25,25,25.0,55.226805085936306,3,0,0,0,0,3,4,7,3
7.359467638255621,0.0,3.0,0,1571,722,3,2,3,0,1,5,8,1571,239000,18,18,18.0,56.05354582896607,3,0,0,0,0,3,5,1,4
6.679599185844383,0.0,2.0,0,796,0,2,2,2,0,0,7,5,796,85000,115,75,0.0,39.89987468652001,2,1,0,0,1,2,2,2,1
7.228388451573604,994.0,4.0,0,994,432,4,1,1,0,4,4,5,994,107500,133,60,40.0,58.01723881744115,4,1,1,0,0,2,2,2,3
6.687108607866515,670.0,3.0,0,384,402,3,2,2,0,0,5,7,384,160000,34,33,34.0,43.08131845707603,3,1,1,0,0,3,2,2,3
6.866933284461882,0.0,0.0,648,0,364,2,2,2,0,0,9,4,648,145000,60,24,60.0,40.099875311526844,2,1,0,0,0,2,4,7,2
6.598509028614515,1104.0,4.0,0,732,372,4,4,1,0,1,5,5,732,192140,20,20,20.0,50.695167422546305,4,0,1,0,0,2,4,2,4
7.1770187659099,0.0,3.0,663,0,484,3,2,3,1,0,6,6,1040,181000,51,26,51.0,48.46648326421054,3,1,0,0,0,3,2,6,3
7.634820677745543,574.0,3.0,0,2153,694,4,3,4,4,2,5,9,2153,380000,19,19,19.0,69.25315877272314,4,0,1,0,0,4,4,2,4
6.516193076042964,455.0,3.0,0,676,200,2,1,1,0,0,6,5,676,66500,84,75,84.0,42.50882261366456,2,1,1,0,0,2,2,2,2
6.866933284461882,1000.0,4.0,0,960,400,4,1,1,4,0,5,5,960,124500,73,73,73.0,54.037024344425184,4,0,1,0,0,2,2,2,2
7.042286171939743,0.0,3.0,25,247,336,2,2,2,0,2,5,5,1144,124000,62,62,63.0,47.83304297240559,2,0,0,0,0,2,2,5,2
6.962243464266207,0.0,0.0,1056,0,576,2,1,2,0,1,5,6,1056,144000,45,45,45.0,45.95650117230423,2,0,0,0,0,2,2,7,2
6.541029999189903,0.0,2.0,0,693,0,1,0,4,0,0,4,4,693,52500,84,75,0.0,37.22902093797257,1,1,0,0,0,1,2,1,1
7.309212365692763,0.0,3.0,1200,279,576,3,2,3,0,0,5,6,1479,217000,28,28,28.0,54.52522352086234,3,0,0,0,0,3,5,7,3
7.406103381237015,0.0,2.0,1373,221,482,3,0,0,2,1,5,8,1594,275000,21,20,21.0,56.92099788303083,3,1,0,0,0,3,5,7,4
6.761572768804055,0.0,3.0,390,474,352,2,1,1,0,0,7,5,864,127000,53,53,36.0,41.569219381653056,2,0,0,0,0,2,4,6,2
7.356279876550748,0.0,3.0,1078,488,750,3,2,2,0,4,5,8,1566,262500,17,17,17.0,55.96427431853289,3,0,0,0,0,3,4,7,3
6.5998704992128365,660.0,3.0,593,130,497,3,3,2,0,3,6,6,723,162000,53,53,53.0,46.021733996015406,3,0,1,0,0,2,2,5,2
6.742880635791903,0.0,2.0,152,628,539,3,1,1,0,0,5,4,780,103000,100,75,63.0,40.34848200366403,2,1,0,0,0,2,2,5,2
6.844815479208263,574.0,4.0,0,939,180,3,1,1,0,0,8,5,939,137500,105,21,92.0,49.51767361255979,3,1,1,0,1,2,3,2,2
6.8658910748834385,408.0,3.0,425,459,560,3,1,1,0,0,6,6,884,127500,94,75,47.0,47.44470465710583,3,1,1,0,0,2,2,3,1
6.86171134048073,0.0,3.0,763,192,386,2,1,2,0,0,7,5,955,127000,59,59,59.0,43.70354676682432,2,0,0,0,0,2,2,5,2
6.981934677156389,0.0,3.0,0,1007,210,2,2,1,0,2,4,3,1007,91000,103,75,103.0,45.65084884205331,2,1,0,0,0,2,2,2,2
6.962243464266207,0.0,3.0,1056,0,572,2,4,4,0,0,5,5,1056,145000,70,70,70.0,45.95650117230423,2,0,0,0,0,2,3,4,4
6.628041376179533,797.0,3.0,0,756,615,3,2,2,0,1,5,7,756,186500,20,19,20.0,48.05205510693585,3,1,1,0,0,3,2,2,3
7.3864708488298945,0.0,3.0,20,1594,865,3,3,3,2,1,5,7,1614,221500,20,19,20.0,56.815490845367165,3,1,0,0,0,3,4,7,3
7.621684998724611,0.0,3.0,0,2042,1390,4,3,4,3,2,5,8,2042,253293,17,16,16.0,63.90618123468183,4,1,0,0,0,4,2,1,3
6.9782137426306985,0.0,2.0,0,1073,326,2,1,1,0,0,6,5,1073,108480,104,57,57.0,46.32493928760188,2,1,0,0,0,2,2,2,1
6.977281341630747,213.0,2.0,336,295,240,3,2,1,0,0,5,5,672,127000,77,24,77.0,44.23799272118933,3,1,1,0,0,2,2,5,2
7.6577552711348655,0.0,4.0,865,340,550,4,3,2,0,1,7,6,1205,237500,55,55,55.0,57.63679380395825,4,0,0,0,0,2,3,5,4
6.405228458030842,0.0,2.0,348,180,0,1,2,1,0,0,7,4,528,86000,105,23,0.0,33.66006535941367,1,1,0,0,0,2,3,1,1
7.047517221357296,0.0,3.0,179,465,300,2,1,2,0,0,6,5,1150,141000,66,66,66.0,47.958315233127195,2,0,0,0,0,2,2,6,3
6.590301048196686,728.0,3.0,0,728,400,3,2,1,0,0,5,6,728,176000,20,20,20.0,46.73328578219169,3,0,1,0,1,3,2,2,1
6.906754778648554,0.0,3.0,867,77,588,2,3,2,2,2,9,7,944,178400,64,18,64.0,44.07947368106838,2,1,0,0,0,4,4,6,3
6.620073206530356,750.0,3.0,0,750,564,3,2,2,0,1,5,6,750,173900,20,19,20.0,47.43416490252569,3,1,1,0,0,3,2,2,3
7.197435354096591,0.0,2.0,841,324,375,3,4,3,0,0,5,5,1165,157000,72,72,72.0,50.00999900019995,3,0,0,0,0,2,3,5,2
6.761572768804055,729.0,3.0,759,80,398,3,1,2,0,2,5,6,839,193000,21,21,21.0,49.31531202375181,3,0,1,0,0,2,2,7,1
7.029972911706386,1054.0,3.0,936,168,836,4,3,4,1,2,5,9,1104,335000,17,17,17.0,57.3410847473258,4,0,1,0,0,4,4,7,4
7.352441100243583,0.0,3.0,0,1560,573,3,2,4,0,4,5,7,1560,201000,22,22,22.0,55.85696017507576,3,0,0,0,0,3,2,2,4
6.78897174299217,0.0,3.0,386,342,312,3,2,3,2,0,7,5,728,146500,83,30,83.0,40.19950248448356,2,1,0,0,0,3,2,3,2
6.4457198193855785,0.0,3.0,515,115,286,1,0,0,0,0,8,4,630,86000,55,23,55.0,35.4964786985977,1,1,0,0,0,3,4,7,2
7.014814351275545,0.0,3.0,751,392,504,2,1,2,2,0,7,6,1143,148000,49,49,38.0,47.49736834815167,2,0,0,0,0,2,2,5,3
6.976348070447749,1101.0,3.0,0,1063,947,4,3,4,4,1,5,7,1063,280000,19,19,19.0,56.87706040223949,4,0,1,0,0,3,2,2,3
6.679599185844383,550.0,2.0,0,560,384,3,3,2,0,0,7,4,560,112000,115,25,75.0,43.657759905886145,3,1,1,0,0,2,2,2,2
7.076653815443951,1426.0,4.0,64,1120,550,4,2,2,0,4,5,8,1184,303477,18,18,18.0,61.59545437773797,4,0,1,0,0,4,4,7,4
6.933423025730715,932.0,3.0,0,1026,936,4,2,3,0,4,5,7,1026,250000,20,20,20.0,54.62600113499065,4,0,1,0,0,3,2,2,4
7.291656209174461,0.0,3.0,0,1468,898,3,2,2,0,4,5,8,1468,244600,17,16,17.0,54.18486873657626,3,1,0,0,0,3,2,2,4
7.171656822768514,432.0,4.0,0,0,539,3,2,2,0,0,5,5,0,126000,48,48,48.0,41.641325627314025,3,0,1,0,0,3,1,1,2
6.643789733147672,432.0,3.0,352,416,240,3,3,2,0,0,6,5,768,130500,79,30,79.0,44.36214602563767,3,1,1,0,0,2,2,5,2
7.013915474810528,438.0,2.0,812,280,438,3,2,2,1,4,5,7,1092,241000,19,18,18.0,51.40038910358559,3,1,1,0,0,3,2,7,4
6.860663671448287,795.0,5.0,0,795,440,4,1,1,0,4,5,4,795,118500,113,75,28.0,50.438080851673966,3,1,1,0,0,2,2,2,2
7.061334366910438,0.0,3.0,0,1064,240,3,2,1,0,0,5,6,1064,115000,89,75,89.0,47.22287581247038,2,1,0,0,0,2,2,2,2
6.761572768804055,0.0,3.0,521,169,624,2,2,2,0,0,5,5,864,129900,67,67,61.0,41.569219381653056,2,0,0,0,0,2,2,5,1
7.390798521735676,0.0,3.0,213,995,440,3,3,3,0,1,7,7,1208,202500,41,27,41.0,53.1883445878888,3,1,0,0,0,3,3,6,1
6.180016653652572,504.0,3.0,162,321,264,2,0,0,4,0,8,6,483,118000,53,18,53.0,38.34057902536163,2,1,1,0,0,3,2,6,2
7.121252453244542,1281.0,4.0,965,245,628,4,4,0,3,0,5,7,1210,335000,36,35,36.0,61.065538563088104,4,1,1,0,0,3,5,7,3
6.639875833826536,600.0,3.0,765,0,440,3,0,0,3,1,6,5,765,125000,55,55,55.0,46.151923036857305,3,0,1,0,0,2,2,3,2
7.046647277848756,1141.0,4.0,0,1128,779,4,3,2,0,0,5,8,1128,255900,23,23,23.0,58.463663928973865,4,0,1,0,0,3,3,2,2
7.130098510125578,1347.0,4.0,0,1249,840,4,4,4,4,4,5,9,1249,342643,19,19,19.0,62.00806399170998,4,0,1,0,0,3,4,2,3
6.810142450115136,0.0,3.0,288,619,352,2,2,2,0,0,6,4,907,109008,68,68,61.0,42.59107887809371,2,0,0,0,0,2,2,4,2
6.75110146893676,0.0,3.0,566,289,440,3,0,0,0,0,6,6,855,148500,49,49,49.0,41.352146256270665,2,0,0,0,0,2,2,6,1
7.081708586105575,0.0,3.0,803,303,540,3,1,2,1,0,6,5,1106,132500,63,63,63.0,47.916594202843754,3,0,0,0,0,2,4,6,1
6.754604099487962,0.0,2.0,322,536,684,2,1,2,0,0,6,4,858,110000,54,54,46.0,41.42463035441596,2,0,0,0,0,2,2,6,2
7.706612913964197,0.0,3.0,1880,343,516,4,3,4,4,0,6,7,2223,244000,52,52,52.0,66.6783323126786,4,0,0,0,1,2,5,6,4
6.912742820493176,0.0,2.0,0,1005,672,2,2,1,0,0,5,4,1005,115000,70,70,48.0,44.83302354291979,2,0,0,0,0,1,2,2,2
6.990256500493881,809.0,3.0,0,712,409,4,2,2,0,1,5,7,712,194500,31,29,31.0,51.05878964487897,4,1,1,0,0,3,2,2,4
6.946975992135418,0.0,3.0,906,134,384,2,2,2,0,0,5,5,1040,129500,60,60,60.0,45.60701700396552,2,0,0,0,0,2,2,4,2
7.142036574706803,0.0,3.0,697,571,461,3,2,2,3,0,5,5,1268,167500,65,65,65.0,50.3189825016365,3,0,0,0,0,2,2,4,2
6.773080375655535,887.0,3.0,0,874,578,3,2,3,0,3,6,7,874,227875,18,18,18.0,51.332251070842396,3,0,1,0,0,3,2,2,4
6.9411900550683745,0.0,3.0,539,473,888,2,3,2,4,0,5,6,1012,169900,49,49,49.0,45.232731511594565,2,0,0,0,0,2,4,7,2
7.217443431696533,0.0,2.0,226,96,439,3,4,2,0,0,7,7,1385,241500,71,20,71.0,52.421369688324624,3,1,0,0,0,2,5,3,2
7.4318919168078,0.0,3.0,0,1436,480,3,2,2,0,0,5,6,1436,127500,69,69,69.0,55.90169943749474,3,0,0,0,0,2,2,2,2
7.655864017616056,0.0,2.0,1696,413,839,4,2,3,4,1,6,8,2109,350000,30,30,30.0,64.97691897897283,4,0,0,0,0,3,5,7,4
7.360739903058278,0.0,3.0,788,785,544,3,2,2,1,2,5,7,1573,227000,23,23,23.0,56.089214649520635,3,0,0,0,0,3,2,7,3
7.768110378525988,0.0,3.0,2188,142,820,4,3,4,4,1,5,9,2330,611657,16,15,16.0,68.51277253184256,4,1,0,0,0,4,5,7,4
6.963189985870238,977.0,3.0,739,318,645,4,2,2,4,1,5,7,1057,219500,28,27,27.0,55.59676249567055,4,1,1,0,0,3,2,7,3
7.1631723908466425,0.0,2.0,1003,288,431,3,0,2,0,0,5,6,1291,173000,29,28,29.0,50.813384063650005,3,1,0,0,1,3,3,7,2
6.754604099487962,0.0,2.0,696,162,0,2,1,1,0,0,7,5,858,116500,67,17,0.0,41.42463035441596,2,1,0,0,1,2,5,5,1
6.548219102762372,560.0,2.0,204,356,280,3,2,1,0,0,5,6,560,105000,86,75,86.0,42.638011210655684,3,1,1,0,0,2,3,4,2
6.082218910376446,0.0,1.0,290,0,246,0,2,1,0,0,5,2,290,60000,105,75,95.0,26.981475126464083,0,1,0,0,0,1,2,4,2
6.51025834052315,728.0,3.0,209,463,440,3,1,2,2,0,7,6,672,149500,47,47,47.0,45.51922670696417,3,0,1,0,0,2,2,6,4
6.860663671448287,0.0,2.0,0,920,240,2,1,1,0,0,7,5,920,119750,87,75,87.0,43.289721643826724,2,1,0,0,0,1,2,2,2
7.275864600546533,0.0,3.0,564,563,645,3,3,2,1,0,6,6,1127,158000,61,61,61.0,50.714889332423866,3,0,0,0,0,2,5,1,3
6.977281341630747,0.0,2.0,459,88,525,2,0,0,0,0,5,6,547,148000,20,20,20.0,40.23679907746142,2,0,0,0,0,2,5,1,1
7.416979621381154,0.0,4.0,0,0,0,3,2,2,0,0,5,5,0,100000,60,60,0.0,40.792156108742276,3,0,0,0,0,2,1,1,1
7.275864600546533,689.0,5.0,0,844,441,4,3,2,0,1,6,6,844,214500,109,31,95.0,54.57105459856901,4,1,1,1,0,3,2,2,2
7.570443252057374,1254.0,4.0,428,537,380,4,3,3,0,0,6,8,965,359100,91,27,91.0,64.49030934954492,4,1,1,0,0,2,3,5,2
6.815639990074331,912.0,4.0,0,912,0,4,2,4,0,0,5,6,912,139000,54,54,0.0,52.306787322488084,4,0,1,0,0,2,4,2,1
6.78897174299217,868.0,3.0,742,130,422,3,2,2,0,3,5,6,872,204000,29,28,29.0,51.264022471905186,3,1,1,0,0,2,2,6,4
6.815639990074331,0.0,2.0,595,317,576,2,2,2,3,4,8,5,912,147000,60,17,33.0,42.708313008125245,2,1,0,0,0,3,2,6,2
7.319202458767849,0.0,3.0,783,678,600,3,2,3,2,0,5,6,1461,175000,37,36,37.0,54.49770637375485,3,1,0,0,0,3,4,7,3
7.05617528410041,448.0,3.0,264,712,216,3,1,1,0,0,6,6,976,137450,100,35,100.0,50.83306010855534,3,1,1,0,1,3,2,5,2
7.182352111885263,0.0,3.0,28,1288,397,3,2,2,0,0,5,6,1316,169990,20,19,20.0,51.30302135352264,3,1,0,0,0,3,2,7,4
6.922643891475888,0.0,3.0,489,279,450,2,1,1,0,0,7,5,768,88000,100,75,100.0,42.22558466143482,2,1,0,0,0,2,2,4,2
6.628041376179533,378.0,3.0,312,444,240,2,2,1,0,0,6,5,756,126000,85,75,85.0,43.474130238568314,2,1,1,0,0,2,2,6,2
7.400009517162692,0.0,3.0,63,1560,865,3,3,4,2,1,5,8,1623,255000,19,19,19.0,57.087651904768336,3,0,0,0,0,3,2,7,3
6.492239835020471,660.0,3.0,0,660,400,3,1,2,0,1,5,7,660,162000,22,22,22.0,44.49719092257398,3,0,1,0,0,3,2,2,4
7.05617528410041,966.0,3.0,249,0,538,4,4,2,0,0,5,5,1013,185000,58,58,58.0,56.02677931132576,4,0,1,0,0,2,5,3,4
7.028201432058005,0.0,3.0,776,344,525,2,2,3,1,0,6,5,1120,155000,62,62,62.0,47.41307836451879,2,0,0,0,0,2,3,6,3
7.174724309836376,0.0,2.0,860,132,756,3,2,2,0,0,7,5,992,153000,68,25,57.0,47.93745925682754,3,1,0,0,0,2,3,5,2
6.682108597449809,546.0,3.0,0,546,0,3,0,0,0,0,6,4,546,97000,55,17,0.0,43.474130238568314,3,1,1,0,0,2,2,2,1
7.362645270417825,978.0,3.0,0,718,704,4,2,1,0,1,8,7,718,159500,135,27,29.0,57.201398584300364,4,1,1,0,0,2,2,1,2
6.794586580876499,0.0,2.0,220,625,576,2,2,1,0,0,7,5,845,135000,76,22,40.0,41.689327171351664,2,1,0,0,0,3,2,6,2
6.795705775173514,1039.0,4.0,0,894,668,4,4,3,0,0,5,6,894,214000,18,18,18.0,53.16954015223378,4,0,1,0,0,3,3,2,4
6.51025834052315,546.0,3.0,356,316,264,3,0,0,3,0,5,6,672,113000,52,52,52.0,43.474130238568314,3,0,1,0,0,2,2,5,2
7.057036981697891,808.0,3.0,0,808,534,4,3,3,0,0,6,7,808,190000,48,48,48.0,52.69724850502159,4,0,1,0,0,2,2,2,3
7.106606137727303,870.0,3.0,1079,141,556,4,2,3,4,1,5,8,1220,240000,30,29,30.0,57.532599454570104,4,1,1,0,0,3,2,7,3
